# volume mixing ratio of CH4 in U.S. standard atmosphere
# source: http://www.atm.ox.ac.uk/RFM/atm/
   1.2000E+02   3.0000E-08
   1.1500E+02   6.0000E-08
   1.1000E+02   9.5000E-08
   1.0500E+02   1.1000E-07
   1.0000E+02   1.2000E-07
   9.5000E+01   1.3000E-07
   9.0000E+01   1.4000E-07
   8.5000E+01   1.5000E-07
   8.0000E+01   1.5000E-07
   7.5000E+01   1.5000E-07
   7.0000E+01   1.5000E-07
   6.5000E+01   1.5000E-07
   6.0000E+01   1.5000E-07
   5.5000E+01   1.6500E-07
   5.0000E+01   2.1000E-07
   4.7500E+01   2.7730E-07
   4.5000E+01   3.6310E-07
   4.2500E+01   4.6140E-07
   4.0000E+01   5.6380E-07
   3.7500E+01   6.6180E-07
   3.5000E+01   7.4600E-07
   3.2500E+01   8.3000E-07
   3.0000E+01   9.1360E-07
   2.7500E+01   9.8700E-07
   2.5000E+01   1.0550E-06
   2.4000E+01   1.1180E-06
   2.3000E+01   1.1910E-06
   2.2000E+01   1.2720E-06
   2.1000E+01   1.3550E-06
   2.0000E+01   1.4240E-06
   1.9000E+01   1.4800E-06
   1.8000E+01   1.5210E-06
   1.7000E+01   1.5530E-06
   1.6000E+01   1.5820E-06
   1.5000E+01   1.6050E-06
   1.4000E+01   1.6260E-06
   1.3000E+01   1.6450E-06
   1.2000E+01   1.6620E-06
   1.1000E+01   1.6750E-06
   1.0000E+01   1.6850E-06
   9.0000E+00   1.6930E-06
   8.0000E+00   1.6970E-06
   7.0000E+00   1.6990E-06
   6.0000E+00   1.7000E-06
   5.0000E+00   1.7000E-06
   4.0000E+00   1.7000E-06
   3.0000E+00   1.7000E-06
   2.0000E+00   1.7000E-06
   1.0000E+00   1.7000E-06
   0.0000E+00   1.7000E-06
