# volume mixing ratio of N2 in U.S. standard atmosphere
# source: http://www.atm.ox.ac.uk/RFM/atm/
   1.2000E+02   7.6000E-01
   1.1500E+02   7.6500E-01
   1.1000E+02   7.7000E-01
   1.0500E+02   7.7400E-01
   1.0000E+02   7.7700E-01
   9.5000E+01   7.7900E-01
   9.0000E+01   7.8000E-01
   8.5000E+01   7.8100E-01
   8.0000E+01   7.8100E-01
   7.5000E+01   7.8100E-01
   7.0000E+01   7.8100E-01
   6.5000E+01   7.8100E-01
   6.0000E+01   7.8100E-01
   5.5000E+01   7.8100E-01
   5.0000E+01   7.8100E-01
   4.7500E+01   7.8100E-01
   4.5000E+01   7.8100E-01
   4.2500E+01   7.8100E-01
   4.0000E+01   7.8100E-01
   3.7500E+01   7.8100E-01
   3.5000E+01   7.8100E-01
   3.2500E+01   7.8100E-01
   3.0000E+01   7.8100E-01
   2.7500E+01   7.8100E-01
   2.5000E+01   7.8100E-01
   2.4000E+01   7.8100E-01
   2.3000E+01   7.8100E-01
   2.2000E+01   7.8100E-01
   2.1000E+01   7.8100E-01
   2.0000E+01   7.8100E-01
   1.9000E+01   7.8100E-01
   1.8000E+01   7.8100E-01
   1.7000E+01   7.8100E-01
   1.6000E+01   7.8100E-01
   1.5000E+01   7.8100E-01
   1.4000E+01   7.8100E-01
   1.3000E+01   7.8100E-01
   1.2000E+01   7.8100E-01
   1.1000E+01   7.8100E-01
   1.0000E+01   7.8100E-01
   9.0000E+00   7.8100E-01
   8.0000E+00   7.8100E-01
   7.0000E+00   7.8100E-01
   6.0000E+00   7.8100E-01
   5.0000E+00   7.8100E-01
   4.0000E+00   7.8100E-01
   3.0000E+00   7.8100E-01
   2.0000E+00   7.8100E-01
   1.0000E+00   7.8100E-01
   0.0000E+00   7.8100E-01
