# volume mixing ratio of CO in U.S. standard atmosphere
# source: http://www.atm.ox.ac.uk/RFM/atm/
   1.2000E+02   5.0000E-05
   1.1500E+02   4.1480E-05
   1.1000E+02   3.3560E-05
   1.0500E+02   2.4670E-05
   1.0000E+02   1.6920E-05
   9.5000E+01   1.0130E-05
   9.0000E+01   5.8430E-06
   8.5000E+01   3.2390E-06
   8.0000E+01   1.4970E-06
   7.5000E+01   6.3750E-07
   7.0000E+01   3.0590E-07
   6.5000E+01   1.8620E-07
   6.0000E+01   1.0730E-07
   5.5000E+01   6.6390E-08
   5.0000E+01   4.5970E-08
   4.7500E+01   3.7170E-08
   4.5000E+01   3.2410E-08
   4.2500E+01   2.8240E-08
   4.0000E+01   2.4970E-08
   3.7500E+01   2.2200E-08
   3.5000E+01   2.0090E-08
   3.2500E+01   1.8500E-08
   3.0000E+01   1.7100E-08
   2.7500E+01   1.5980E-08
   2.5000E+01   1.4980E-08
   2.4000E+01   1.4000E-08
   2.3000E+01   1.3070E-08
   2.2000E+01   1.2320E-08
   2.1000E+01   1.2320E-08
   2.0000E+01   1.3310E-08
   1.9000E+01   1.5490E-08
   1.8000E+01   1.9660E-08
   1.7000E+01   2.4890E-08
   1.6000E+01   3.0690E-08
   1.5000E+01   3.9410E-08
   1.4000E+01   5.0250E-08
   1.3000E+01   6.3740E-08
   1.2000E+01   7.8140E-08
   1.1000E+01   8.9640E-08
   1.0000E+01   9.9620E-08
   9.0000E+00   1.0940E-07
   8.0000E+00   1.1850E-07
   7.0000E+00   1.2470E-07
   6.0000E+00   1.2880E-07
   5.0000E+00   1.3030E-07
   4.0000E+00   1.3120E-07
   3.0000E+00   1.3490E-07
   2.0000E+00   1.3990E-07
   1.0000E+00   1.4500E-07
   0.0000E+00   1.5000E-07
